0,8,15,2,21,2,1,1,34,16,20,4,9,58,6
1,5,15,1,20,3,0,2,30,14,9,5,17,53,17
4,3,13,1,20,1,1,1,28,16,8,6,17,53,27
4,3,8,4,16,3,0,1,30,14,8,9,8,56,18
2,2,15,2,16,2,0,3,29,19,11,4,14,61,21
0,6,17,1,13,1,0,3,26,13,6,9,7,62,25
2,2,18,16,23,2,0,1,20,17,14,9,11,46,21
2,1,11,7,18,3,2,0,27,12,7,13,10,55,20
1,5,9,18,22,3,1,0,20,10,7,7,9,45,27
3,3,8,8,22,3,4,3,33,13,9,5,10,51,17
5,3,13,13,22,2,4,1,29,12,10,7,6,61,30
2,6,11,8,20,2,3,2,35,13,11,7,10,60,26
