3,3,3,7,5,7,3,6,3,6,4,6
1,2,3,7,5,8,3,5,1,5,3,3
1,2,3,8,4,6,3,5,2,3,4,6
1,3,3,8,4,10,4,6,3,6,3,5
3,3,6,8,9,6,5,5,5,3,7,3
5,4,5,8,9,10,4,6,4,9,5,5
4,3,5,5,9,4,5,7,6,2,7,4
4,3,5,7,9,7,5,4,5,7,5,3
4,3,7,4,6,10,9,6,6,6,6,3
5,5,7,5,6,4,5,7,7,1,5,4
4,3,4,4,6,8,7,6,7,7,5,6
5,4,7,5,6,9,7,4,5,7,5,3
