28.5
18.6
17.5
29.5
19.8
21.9
29.6
35.5
17.7
21.6
20.5
30.9
29.6
26.3
21.9
22.9
29.9
27.2
19.5
26
26.1
22.2
20.6
26.4
18.2
33.4
33.8
23
32.3
13.7
28
18.7
18.4
35
18
24.2
10
15.5
13.4
13
13.4
15.2
32
20.5
30.8
25.4
31.5
29.1
15.1
23.7
14.9
16.5
20.2
27.9
30.4
20.7
19.1
31.8
20
17.3
13.8
18.3
26.8
18
26.3
10.1
27.5
21.7
14.8
27.7
16.2
14.9
22.4
35
35.4
27.8
34.1
23.8
37.2
21.6
24.7
37.7
22
34.5
29.7
13.9
20.7
21.5
22.5
29.4
15.9
12.6
18.5
17.8
18.9
19.3
16.5
22.6
22.1
21.9
23.9
24.3
21.8
26.5
24.4
21.7
19.9
26.7
15.5
16.5
19.7
18.5
18.4
17.5
21.3
18.9
22.8
16.9
17.9
18
24.2
19.8
17.9
17.5
20.5
31.7
18.2
23.7
30.6
26.1
31
24.2
18.4
21.3
22.5
19.8
21
12
25.4
11.8
15.6
25.8
12.8
17.4
18.4
23.8
32.9
19.9
36.9
17.8
28.9
26.1
18.7
31.3
18.7
17.3
23.2
32.5
14.8
26.6
25.9
25.6
34.8
36.8
33.9
18.3
19.9
24.4
11.5
24.7
17.2
18.2
28.4
20.5
20.8
23.4
21.4
22
15.3
22.8
