Row,Estimate,SE,tStat,pValue
(Intercept),34.929972950816,2.12457076160544,16.4409553129786,7.03991027028817e-36
HR,-0.359437376696846,0.150514948780379,-2.3880510182501,0.0181340319119124
SDNN,-0.0889663674969461,0.0335479791788258,-2.65191435295447,0.00883041628556279
ID_202,1.14133395785738,1.56695860239484,0.728375310051609,0.467475825190976
ID_203,2.41427758709144,1.60697961787147,1.50236976265404,0.135023194612967
ID_204,1.54509645814335,2.17129443695522,0.711601536781913,0.477774305844192
ID_205,-0.016921648453231,1.99126149753595,-0.00849795392226004,0.993230552992771
ID_206,-2.43038505265105,1.59807631172847,-1.52081914662908,0.130329537752347
ID_207,4.90036832329313,1.77968791382321,2.75349868099398,0.00659649737665302
ID_208,-4.49224048215527,2.67366683341476,-1.68017960428445,0.0949237845776361
ID_209,1.24231880572215,1.71823943311139,0.72301844654593,0.470751174644966
ID_210,-5.34970291409645,1.46020952715389,-3.66365430071095,0.000340171788474746
ID_211,3.75436989361229,2.39046178283127,1.57056260868794,0.118310359183479
ID_212,-2.75230979479689,1.80345673943489,-1.52613020019506,0.12900233396137
ID_213,4.47673843558312,2.24697284109385,1.99234203178166,0.0480782241290306
ID_214,5.54015230019012,2.00174715992244,2.76765837919549,0.00632963984555067
ID_215,-7.22477723767356,2.4744489685688,-2.91975196475857,0.00402227903058533
Taskload,-5.32839969202707,0.398832870908969,-13.3599812871072,1.26072814372854e-27
TrialOrder,0.349971954926447,0.112863641668818,3.10083876217098,0.0022905239093007
HR:pNN50,0.0081633435004942,0.00409020428282383,1.99582782081933,0.047693240287474
HR:RspRate,0.0212534631909654,0.0124691040228051,1.70449000602565,0.0902803823067427
RMSSD:Taskload,-0.0286878027885937,0.0115333011062828,-2.48738869506893,0.0139204256039909
HR:TrialOrder,0.0285248293625944,0.0148935573210948,1.9152462200681,0.0572908068756704
RMSSD:TrialOrder,0.0125181331720846,0.00477929417165786,2.61924307700487,0.0096821627629478
