Row,Estimate,SE,tStat,pValue
(Intercept),45.7472484756566,3.90416555777431,11.7175482951948,7.56402720045655e-23
HRV_TINN,-0.0197426232643047,0.00594843190074534,-3.31896264321879,0.00113748630058914
ID_202,-9.65300116637816,5.03255105473339,-1.91811291358862,0.0570223741463331
ID_203,4.59977657973396,5.00394103574244,0.919230771681443,0.359470625124201
ID_204,-0.794799974286411,5.06565450028813,-0.156899759792383,0.875537684970597
ID_205,-6.00326930447984,5.01675095546507,-1.19664487190461,0.233358391271095
ID_206,-8.3228607863812,5.10963550112557,-1.62885606704193,0.105470241663527
ID_207,6.59759515959594,5.00297117964195,1.31873539196924,0.189294542825908
ID_208,-9.89895280062502,4.99632147617106,-1.98124817384871,0.049416331268394
ID_209,-14.3935419761766,5.0305568365194,-2.8612224141245,0.00483154150438653
ID_210,-24.738037370058,5.0730131171804,-4.87639925201052,2.75755610699039e-06
ID_211,-6.61824129630799,4.98384067431161,-1.32793998219498,0.18624231595886
ID_212,-9.40223477894401,5.04915376840618,-1.86214070915727,0.064566023276213
ID_213,-1.48372606963372,5.04828305748713,-0.29390706755898,0.769240690734012
ID_214,4.25040770076108,5.10607862329404,0.832421122810492,0.406512481490962
ID_215,-11.6529758710079,4.99386971519174,-2.33345612432753,0.020970221582993
Taskload,-6.27454423775459,1.13536647773196,-5.52644838544891,1.43577292761221e-07
TrialOrder,0.344308494837247,0.072183192224482,4.76992613136981,4.37379077188903e-06
ID_202:Taskload,3.1546347881652,1.61083161787114,1.95838891735583,0.0520645850077754
ID_203:Taskload,-1.57503406774215,1.60613748982136,-0.980634645367335,0.32837324554832
ID_204:Taskload,-0.974325670103505,1.62819847086966,-0.598407189010008,0.550482979897369
ID_205:Taskload,0.722940149928582,1.60591923524221,0.450172171839976,0.653245010651798
ID_206:Taskload,0.589613990532706,1.61379711691615,0.365358188059857,0.7153656703841
ID_207:Taskload,-0.752717677120899,1.60427288036178,-0.469195537950597,0.639620329328941
ID_208:Taskload,1.47253797160686,1.60797339776767,0.915772595274998,0.361275899786816
ID_209:Taskload,4.05279345140052,1.61140085240582,2.51507466025584,0.0129689875589633
ID_210:Taskload,5.52595468012148,1.60481208618439,3.44336556765349,0.000747388988731444
ID_211:Taskload,1.78241396636146,1.60594343133262,1.10988589733973,0.268848275868699
ID_212:Taskload,0.963380076578687,1.61375627266315,0.596979911339919,0.551432953886932
ID_213:Taskload,0.093368702119219,1.61086584361076,0.0579618113386356,0.953857231249303
ID_214:Taskload,-1.0077678037368,1.62816484225166,-0.618959320079111,0.536894711261841
ID_215:Taskload,2.38218965353982,1.60317568262486,1.48591927844083,0.139427543554198
